#Gene_1	Gene_2	weight
ikbkg	psmd13	0.59
ikbkg	rbck1	1.00
ikbkg	rel	1.00
ikbkg	rela	1.00
ikbkg	relb	1.00
ikbkg	rhoa	0.53
ikbkg	rhob	0.53
ikbkg	rhoc	0.53
ikbkg	ripk1	1.00
ikbkg	ripk2	1.00
ikbkg	ripk3	1.00
ikbkg	rnf135	1.00
ikbkg	rnf31	1.00
ikbkg	rpl11	0.59
ikbkg	rps10	0.59
ikbkg	rps14	0.59
ikbkg	rps16	0.59
ikbkg	rps20	0.59
ikbkg	rps27	0.59
ikbkg	rps27l	0.59
ikbkg	rps3	0.59
ikbkg	rps3a	0.59
ikbkg	senp2	0.59
ikbkg	set	0.59
ikbkg	sgk1	0.59
ikbkg	sharpin	1.00
ikbkg	slc25a5	0.59
ikbkg	slc25a6	0.59
ikbkg	sqstm1	1.00
ikbkg	src	0.59
ikbkg	srpk1	0.59
ikbkg	sumo4	0.53
ikbkg	tab1	1.00
ikbkg	tab2	1.00
ikbkg	tab3	1.00
ikbkg	tank	1.00
ikbkg	tbk1	1.00
ikbkg	tbkbp1	1.00
ikbkg	tceanc	0.59
ikbkg	tcp10l	0.59
ikbkg	tek	0.59
ikbkg	ticam1	1.00
ikbkg	ticam2	1.00
ikbkg	tirap	1.00
ikbkg	tlr1	1.00
ikbkg	tlr2	1.00
ikbkg	tlr3	1.00
ikbkg	tlr4	1.00
ikbkg	tlr6	1.00
ikbkg	tnf	1.00
ikbkg	tnfaip3	1.00
ikbkg	tnfrsf10a	1.00
ikbkg	tnfrsf10b	1.00
ikbkg	tnfrsf1a	1.00
ikbkg	tnfrsf4	0.53
ikbkg	tnfsf10	1.00
ikbkg	tnip1	0.59
ikbkg	tnip2	1.00
ikbkg	tpt1	0.59
ikbkg	tradd	1.00
ikbkg	traf1	1.00
ikbkg	traf2	1.00
ikbkg	traf3	1.00
ikbkg	traf5	1.00
ikbkg	traf6	1.00
ikbkg	trim25	1.00
ikbkg	trim28	0.59
ikbkg	tsg101	0.53
ikbkg	uba52	0.99
ikbkg	ubb	0.99
ikbkg	ubc	0.99
ikbkg	ube2d3	1.00
ikbkg	ube2n	1.00
ikbkg	ube2v1	1.00
ikbkg	vim	0.59
ikbkg	wdr5	0.59
ikbkg	xpo1	0.59
ikbkg	zbp1	1.00
ikbkg	zc3h12a	0.59
ikzf1	ikzf4	0.59
ikzf1	mcrs1	0.59
ikzf1	morf4l1	0.59
ikzf1	morf4l2	0.59
ikzf1	mta1	0.59
ikzf1	myb	0.53
ikzf1	mybl1	0.53
ikzf1	mybl2	0.53
ikzf1	pias1	0.53
ikzf1	pias2	0.53
ikzf1	pias3	0.53
ikzf1	pias4	0.53
ikzf1	pin1	0.59
ikzf1	sin3a	0.59
ikzf1	sin3b	0.59
ikzf1	snw1	0.59
ikzf1	sumo1	0.53
ikzf1	ube2i	0.99
ikzf1	wtap	0.59
ikzf1	znf417	0.96
ikzf1	znf581	0.96
ikzf2	mef2a	1.00
ikzf2	myb	0.53
ikzf2	mybl1	0.53
ikzf2	mybl2	0.53
ikzf2	nfkb1	1.00
ikzf2	pias1	0.53
ikzf2	pias2	0.53
ikzf2	pias3	0.53
ikzf2	pias4	0.53
ikzf2	rad21	1.00
ikzf2	srf	1.00
ikzf3	il2	1.00
ikzf3	il2ra	1.00
ikzf3	il2rb	1.00
ikzf3	il2rg	1.00
ikzf3	irf4	1.00
ikzf3	jak1	1.00
ikzf3	jak3	1.00
ikzf3	jun	1.00
ikzf3	jund	1.00
ikzf3	kras	1.00
ikzf3	lck	1.00
ikzf3	lmo1	0.59
ikzf3	lmo2	0.59
ikzf3	max	1.00
ikzf3	mef2a	1.00
ikzf3	mef2c	1.00
ikzf3	myb	0.53
ikzf3	mybl1	0.53
ikzf3	mybl2	0.53
ikzf3	nfkb1	1.00
ikzf3	nras	1.00
ikzf3	pax5	1.00
ikzf3	pias2	0.53
ikzf3	pik3r2	0.59
ikzf3	psma1	0.59
ikzf3	rad21	1.00
ikzf3	rasa1	1.00
ikzf3	rest	1.00
ikzf3	shc1	1.00
ikzf3	socs3	1.00
ikzf3	sos1	1.00
ikzf3	stat3	1.00
ikzf3	stk26	0.59
ikzf3	tcf12	1.00
ikzf3	usf1	1.00
ikzf4	ikzf5	0.59
ikzf4	myb	0.53
ikzf4	mybl1	0.53
ikzf4	mybl2	0.53
ikzf4	nfkbia	0.59
ikzf4	nrg1	0.59
ikzf4	pias1	0.53
ikzf4	pias2	0.53
ikzf4	pias3	0.53
ikzf4	pias4	0.53
ikzf4	sin3a	0.59
ikzf4	sin3b	0.59
ikzf4	sumo1	0.53
ikzf4	ube2i	0.53
ikzf5	zbtb33	1.00
il-1ra3	il1a	1.00
il-1ra3	il1b	1.00
il-1ra3	il1r1	1.00
il-1ra3	irak1	1.00
il-1ra3	irak2	1.00
il-1ra3	irak3	1.00
il-1ra3	myd88	1.00
il-1ra3	tollip	1.00
il-2	il2ra	1.00
il-2	il2rb	1.00
il-2	il2rg	1.00
il-2	irs-1	1.00
il-2	ntrk1	1.00
il-2	ptpn11	1.00
il-2	socs1	1.00
il-2	socs3	1.00
il-2	stat5a	1.00
il-2	stat5b	1.00
il10	il10ra	1.00
il10	il10rb	1.00
il10	il11ra	1.00
il10	il12rb1	1.00
il10	il12rb2	1.00
il10	il13ra1	1.00
il10	il13ra2	1.00
il10	il15ra	1.00
il10	il20ra	1.00
il10	il20rb	1.00
il10	il21r	1.00
il10	il22ra1	1.00
il10	il22ra2	1.00
il10	il23r	1.00
il10	il27ra	1.00
il10	il2ra	1.00
il10	il2rb	1.00
il10	il2rg	1.00
il10	il3ra	1.00
il10	il4r	1.00
il10	il5ra	1.00
il10	il6r	1.00
il10	il6st	1.00
il10	il7r	1.00
il10	il9r	1.00
il10	lepr	1.00
il10	lifr	1.00
il10	map3k5	1.00
il10	mpl	1.00
il10	mrc1	1.00
il10	mrc2	1.00
il10	nfkb1	1.00
il10	nos2	1.00
il10	ntrk1	1.00
il10	osmr	1.00
il10	pla2r1	1.00
il10	prlr	1.00
il10	ptafr	1.00
il10	stat3	1.00
il10	stat6	1.00
il10ra	il10rb	1.00
il10ra	il11	1.00
il10ra	il12a	1.00
il10ra	il12b	1.00
il10ra	il12rb1	1.00
il10ra	il12rb2	1.00
il10ra	il13	1.00
il10ra	il15	1.00
il10ra	il16	1.00
il10ra	il17d	1.00
il10ra	il18	1.00
il10ra	il19	1.00
il10ra	il2	1.00
il10ra	il20	1.00
il10ra	il21	1.00
il10ra	il22	1.00
il10ra	il23a	1.00
il10ra	il24	1.00
il10ra	il2rb	1.00
il10ra	il3	1.00
il10ra	il4	1.00
il10ra	il5	1.00
il10ra	il6	1.00
il10ra	il6st	1.00
il10ra	il7	1.00
il10ra	il9	1.00
il10ra	irs1	1.00
il10ra	jak1	1.00
il10ra	jak2	1.00
il10ra	jak3	1.00
il10ra	lep	1.00
il10ra	lif	1.00
il10ra	osm	1.00
il10ra	pik3ca	1.00
il10ra	prl	1.00
il10ra	shc1	1.00
il10ra	sla2	1.00
il10ra	sos1	1.00
il10ra	sos2	1.00
il10ra	stat1	0.53
il10ra	stat2	0.53
il10ra	stat3	0.53
il10ra	stat4	0.96
il10ra	thpo	1.00
il10ra	tslp	1.00
il10ra	tyk2	1.00
il10ra	ubc	0.59
il10rb	il11	1.00
il10rb	il12a	1.00
il10rb	il12b	1.00
il10rb	il13	1.00
il10rb	il15	1.00
il10rb	il17d	1.00
il10rb	il19	1.00
il10rb	il2	1.00
il10rb	il20	1.00
il10rb	il21	1.00
il10rb	il22	1.00
il10rb	il22ra1	1.00
il10rb	il23a	1.00
il10rb	il24	1.00
il10rb	il3	1.00
il10rb	il4	1.00
il10rb	il5	1.00
il10rb	il6	1.00
il10rb	il7	1.00
il10rb	il9	1.00
il10rb	jak1	1.00
il10rb	jak2	1.00
il10rb	jak3	1.00
il10rb	lep	1.00
il10rb	lif	1.00
il10rb	osm	1.00
il10rb	prl	1.00
il10rb	thpo	1.00
il10rb	tslp	1.00
il10rb	tyk2	1.00
il10rb	ubc	0.59
il11	il11ra	1.00
il11	il12rb1	1.00
il11	il12rb2	1.00
il11	il13ra1	1.00
il11	il13ra2	1.00
il11	il15ra	1.00
il11	il20ra	1.00
il11	il20rb	1.00
il11	il21r	1.00
il11	il22ra1	1.00
il11	il22ra2	1.00
il11	il23r	1.00
il11	il27ra	1.00
il11	il2ra	1.00
il11	il2rb	1.00
il11	il2rg	1.00
il11	il3ra	1.00
il11	il4r	1.00
il11	il5ra	1.00
il11	il6r	1.00
il11	il6st	1.00
il11	il7r	1.00
il11	il9r	1.00
il11	jak1	1.00
il11	jak2	1.00
il11	lepr	1.00
il11	lifr	1.00
il11	mpl	1.00
il11	osmr	1.00
il11	prlr	1.00
il11ra	il12a	1.00
il11ra	il12b	1.00
il11ra	il12rb1	1.00
il11ra	il12rb2	1.00
il11ra	il13	1.00
il11ra	il15	1.00
il11ra	il16	1.00
il11ra	il17d	1.00
il11ra	il18	1.00
il11ra	il19	1.00
il11ra	il2	1.00
il11ra	il20	1.00
il11ra	il21	1.00
il11ra	il22	1.00
il11ra	il23a	1.00
il11ra	il24	1.00
il11ra	il2rb	1.00
il11ra	il3	1.00
il11ra	il4	1.00
il11ra	il5	1.00
il11ra	il6	1.00
il11ra	il6st	1.00
il11ra	il7	1.00
il11ra	il7r	1.00
il11ra	il9	1.00
il11ra	irs1	1.00
il11ra	jak1	1.00
il11ra	jak2	1.00
il11ra	jak3	1.00
il11ra	lep	1.00
il11ra	lif	1.00
il11ra	osm	1.00
il11ra	pik3ca	1.00
il11ra	prl	1.00
il11ra	shc1	1.00
il11ra	sla2	1.00
il11ra	sos1	1.00
il11ra	sos2	1.00
il11ra	thpo	1.00
il11ra	tslp	1.00
il11ra	tyk2	1.00
il12a	il12b	1.00
il12a	il12rb1	1.00
il12a	il12rb2	1.00
il12a	il13ra1	1.00
il12a	il13ra2	1.00
il12a	il15ra	1.00
il12a	il18	1.00
il12a	il18r1	1.00
il12a	il18rap	1.00
il12a	il1b	1.00
il12a	il2	1.00
il12a	il20ra	1.00
il12a	il20rb	1.00
il12a	il21r	1.00
il12a	il22ra1	1.00
il12a	il22ra2	1.00
il12a	il23r	1.00
il12a	il27	1.00
il12a	il27ra	1.00
il12a	il2ra	1.00
il12a	il2rb	1.00
il12a	il2rg	1.00
il12a	il3ra	1.00
il12a	il4	1.00
il12a	il4r	1.00
il12a	il5ra	1.00
il12a	il6r	1.00
il12a	il6st	1.00
il12a	il7r	1.00
il12a	il9r	1.00
il12a	irf1	1.00
il12a	irf5	1.00
il12a	irf8	1.00
il12a	jak2	1.00
il12a	jun	1.00
il12a	lck	1.00
il12a	lepr	1.00
il12a	lifr	1.00
il12a	mapk1	1.00
il12a	mapk10	1.00
il12a	mapk11	1.00
il12a	mapk12	1.00
il12a	mapk13	1.00
il12a	mapk14	1.00
il12a	mapk3	1.00
il12a	mapk8	1.00
il12a	mapk9	1.00
il12a	mpl	1.00
il12a	mtor	1.00
il12a	myd88	1.00
il12a	nfkb1	1.00
il12a	nfkb2	1.00
il12a	nos2	1.00
il12a	osmr	1.00
il12a	prlr	1.00
il12a	rela	1.00
il12a	relb	1.00
il12a	ripk2	1.00
il12a	socs1	1.00
il12a	sphk2	1.00
il12a	stat1	1.00
il12a	stat3	1.00
il12a	stat4	1.00
il12a	stat5a	1.00
il12a	stat6	1.00
il12a	trav1-1	1.00
il12a	tyk2	1.00
il12b	il12rb1	1.00
il12b	il12rb2	1.00
il12b	il13ra1	1.00
il12b	il13ra2	1.00
il12b	il15ra	1.00
il12b	il18	1.00
il12b	il18r1	1.00
il12b	il18rap	1.00
il12b	il1b	1.00
il12b	il2	1.00
il12b	il20ra	1.00
il12b	il20rb	1.00
il12b	il21r	1.00
il12b	il22ra1	1.00
il12b	il22ra2	1.00
il12b	il23a	1.00
il12b	il23r	1.00
il12b	il27	1.00
il12b	il27ra	1.00
il12b	il2ra	1.00
il12b	il2rb	1.00
il12b	il2rg	1.00
il12b	il3ra	1.00
il12b	il4	1.00
il12b	il4r	1.00
il12b	il5ra	1.00
il12b	il6r	1.00
il12b	il6st	1.00
il12b	il7r	1.00
il12b	il9r	1.00
il12b	irf1	1.00
il12b	irf5	1.00
il12b	irf8	1.00
il12b	jak2	1.00
il12b	jun	1.00
il12b	lck	1.00
il12b	lepr	1.00
il12b	lifr	1.00
il12b	mapk1	1.00
il12b	mapk10	1.00
il12b	mapk11	1.00
il12b	mapk12	1.00
il12b	mapk13	1.00
il12b	mapk14	1.00
il12b	mapk3	1.00
il12b	mapk8	1.00
il12b	mapk9	1.00
il12b	mpl	1.00
il12b	mtor	1.00
il12b	myd88	1.00
il12b	nfkb1	1.00
il12b	nfkb2	1.00
il12b	nfkbia	1.00
il12b	nos2	1.00
il12b	ntrk1	1.00
il12b	osmr	1.00
il12b	pik3ca	1.00
il12b	pik3r1	1.00
il12b	prlr	1.00
il12b	rel	1.00
il12b	rela	1.00
il12b	relb	1.00
il12b	ripk2	1.00
il12b	socs1	1.00
il12b	socs3	1.00
il12b	sp1	1.00
il12b	sp3	1.00
il12b	sphk2	1.00
il12b	spi1	1.00
il12b	stat1	1.00
il12b	stat3	1.00
il12b	stat4	1.00
il12b	stat5a	1.00
il12b	stat6	1.00
il12b	tlr2	1.00
il12b	tlr4	1.00
il12b	trav1-1	1.00
il12b	tyk2	1.00
il12rb1	il12rb2	1.00
il12rb1	il13	1.00
il12rb1	il13ra1	1.00
il12rb1	il13ra2	1.00
il12rb1	il15	1.00
il12rb1	il16	1.00
il12rb1	il17d	1.00
il12rb1	il18	1.00
il12rb1	il18r1	1.00
il12rb1	il18rap	1.00
il12rb1	il19	1.00
il12rb1	il1a	1.00
il12rb1	il1b	1.00
il12rb1	il2	1.00
il12rb1	il20	1.00
il12rb1	il20ra	1.00
il12rb1	il21	1.00
il12rb1	il22	1.00
il12rb1	il23a	1.00
il12rb1	il23r	1.00
il12rb1	il24	1.00
il12rb1	il27	1.00
il12rb1	il27ra	1.00
il12rb1	il2ra	1.00
il12rb1	il2rb	1.00
il12rb1	il2rg	1.00
il12rb1	il3	1.00
il12rb1	il3ra	1.00
il12rb1	il4	1.00
il12rb1	il4r	1.00
il12rb1	il5	1.00
il12rb1	il6	1.00
il12rb1	il6st	1.00
il12rb1	il7	1.00
il12rb1	il9	1.00
il12rb1	irf4	1.00
il12rb1	irs1	1.00
il12rb1	jak1	1.00
il12rb1	jak2	1.00
il12rb1	jak3	1.00
il12rb1	lck	1.00
il12rb1	lep	1.00
il12rb1	lif	1.00
il12rb1	mapk14	1.00
il12rb1	mtor	1.00
il12rb1	nfkb1	1.00
il12rb1	nfkb2	1.00
il12rb1	nfkbia	1.00
il12rb1	nos2	1.00
il12rb1	ntrk1	1.00
il12rb1	osm	1.00
il12rb1	pik3ca	1.00
il12rb1	pik3r1	1.00
il12rb1	prl	1.00
il12rb1	rela	1.00
il12rb1	relb	1.00
il12rb1	ripk2	1.00
il12rb1	shc1	1.00
il12rb1	sla2	1.00
il12rb1	smc3	1.00
il12rb1	socs1	1.00
il12rb1	socs3	1.00
il12rb1	sos1	1.00
il12rb1	sos2	1.00
il12rb1	sphk2	1.00
il12rb1	stat1	1.00
il12rb1	stat3	1.00
il12rb1	stat4	1.00
il12rb1	stat5a	1.00
il12rb1	stat6	1.00
il12rb1	thpo	1.00
il12rb1	trav1-1	1.00
il12rb1	tslp	1.00
il12rb1	tyk2	1.00
il12rb2	il13	1.00
il12rb2	il13ra1	1.00
il12rb2	il13ra2	1.00
il12rb2	il15	1.00
il12rb2	il16	1.00
il12rb2	il17d	1.00
il12rb2	il18	1.00
il12rb2	il18r1	1.00
il12rb2	il18rap	1.00
il12rb2	il19	1.00
il12rb2	il1a	1.00
il12rb2	il1b	1.00
il12rb2	il2	1.00
il12rb2	il20	1.00
il12rb2	il20ra	1.00
il12rb2	il21	1.00
il12rb2	il22	1.00
il12rb2	il23a	1.00
il12rb2	il24	1.00
il12rb2	il27	1.00
il12rb2	il27ra	1.00
il12rb2	il2ra	1.00
il12rb2	il2rb	1.00
il12rb2	il2rg	1.00
il12rb2	il3	1.00
il12rb2	il3ra	1.00
il12rb2	il4	1.00
il12rb2	il4r	1.00
il12rb2	il5	1.00
il12rb2	il6	1.00
il12rb2	il6st	1.00
il12rb2	il7	1.00
il12rb2	il9	1.00
il12rb2	irs1	1.00
il12rb2	jak1	1.00
il12rb2	jak2	1.00
il12rb2	jak3	1.00
il12rb2	lck	1.00
il12rb2	lep	1.00
il12rb2	lif	1.00
il12rb2	mapk14	1.00
il12rb2	mtor	1.00
il12rb2	nfkb2	1.00
il12rb2	nos2	1.00
il12rb2	ntrk1	1.00
il12rb2	osm	1.00
il12rb2	pik3ca	1.00
il12rb2	prl	1.00
il12rb2	relb	1.00
il12rb2	ripk2	1.00
il12rb2	shc1	1.00
il12rb2	sla2	1.00
il12rb2	socs1	1.00
il12rb2	socs3	0.59
il12rb2	sos1	1.00
il12rb2	sos2	1.00
il12rb2	sphk2	1.00
il12rb2	stat1	1.00
il12rb2	stat3	1.00
il12rb2	stat4	1.00
il12rb2	stat5a	1.00
il12rb2	stat6	1.00
il12rb2	tbx21	1.00
il12rb2	thpo	1.00
il12rb2	trav1-1	1.00
il12rb2	tslp	1.00
il12rb2	tyk2	1.00
il13	il13ra1	1.00
il13	il13ra2	1.00
il13	il15ra	1.00
il13	il1a	1.00
il13	il20ra	1.00
il13	il20rb	1.00
il13	il21r	1.00
il13	il22ra1	1.00
il13	il22ra2	1.00
il13	il23a	1.00
il13	il23r	1.00
il13	il27ra	1.00
il13	il2ra	1.00
il13	il2rb	1.00
il13	il2rg	1.00
il13	il3ra	1.00
il13	il4r	1.00
il13	il5ra	1.00
il13	il6r	1.00
il13	il6st	1.00
il13	il7r	1.00
il13	il9r	1.00
il13	irs1	1.00
il13	lepr	1.00
il13	lifr	1.00
il13	mpl	1.00
il13	osmr	1.00
il13	pik3ca	1.00
il13	prlr	1.00
il13	shc1	1.00
il13	sla2	1.00
il13	sos1	1.00
il13	sos2	1.00
il13ra1	il15	1.00
il13ra1	il16	1.00
il13ra1	il17d	1.00
il13ra1	il18	1.00
il13ra1	il19	1.00
il13ra1	il2	1.00
il13ra1	il20	1.00
il13ra1	il21	1.00
il13ra1	il22	1.00
il13ra1	il23a	1.00
il13ra1	il24	1.00
il13ra1	il2rb	1.00
il13ra1	il3	1.00
il13ra1	il4	1.00
il13ra1	il4r	1.00
il13ra1	il5	1.00
il13ra1	il6	1.00
il13ra1	il6st	1.00
il13ra1	il7	1.00
il13ra1	il9	1.00
il13ra1	irs1	1.00
il13ra1	jak1	1.00
il13ra1	jak2	1.00
il13ra1	jak3	1.00
il13ra1	lep	1.00
il13ra1	lif	1.00
il13ra1	osm	1.00
il13ra1	pik3ca	1.00
il13ra1	prl	1.00
il13ra1	shc1	1.00
il13ra1	sla2	1.00
il13ra1	socs1	1.00
il13ra1	sos1	1.00
il13ra1	sos2	1.00
il13ra1	stat6	1.00
il13ra1	thpo	1.00
il13ra1	tslp	1.00
il13ra1	tyk2	1.00
il13ra1	ubc	0.59
il13ra2	il15	1.00
il13ra2	il16	1.00
il13ra2	il17d	1.00
il13ra2	il18	1.00
il13ra2	il19	1.00
il13ra2	il2	1.00
il13ra2	il20	1.00
il13ra2	il21	1.00
il13ra2	il22	1.00
il13ra2	il23a	1.00
il13ra2	il24	1.00
il13ra2	il2rb	1.00
il13ra2	il3	1.00
il13ra2	il4	1.00
il13ra2	il5	1.00
il13ra2	il6	1.00
il13ra2	il6st	1.00
il13ra2	il7	1.00
il13ra2	il9	1.00
il13ra2	irs1	1.00
il13ra2	jak1	1.00
il13ra2	jak2	1.00
il13ra2	jak3	1.00
il13ra2	lep	1.00
il13ra2	lif	1.00
il13ra2	osm	1.00
il13ra2	pik3ca	1.00
il13ra2	pou2f1	1.00
il13ra2	prl	1.00
il13ra2	shc1	1.00
il13ra2	sla2	1.00
il13ra2	sos1	1.00
il13ra2	sos2	1.00
il13ra2	stat3	1.00
il13ra2	tfap2a	1.00
il13ra2	thpo	1.00
il13ra2	tslp	1.00
il13ra2	tyk2	1.00
il13ra2	ubc	0.59
il15	il15ra	1.00
il15	il1a	1.00
il15	il20ra	1.00
il15	il20rb	1.00
il15	il21r	1.00
il15	il22ra1	1.00
il15	il22ra2	1.00
il15	il23a	1.00
il15	il23r	1.00
il15	il27ra	1.00
il15	il2ra	1.00
il15	il2rb	1.00
il15	il2rg	1.00
il15	il3ra	1.00
il15	il4r	1.00
il15	il5ra	1.00
il15	il6r	1.00
il15	il6st	1.00
il15	il7r	1.00
il15	il9r	1.00
il15	irs1	1.00
il15	lepr	1.00
il15	lifr	1.00
il15	mpl	1.00
il15	osmr	1.00
il15	pik3ca	1.00
il15	prlr	1.00
il15	shc1	1.00
il15	sla2	1.00
il15	sos1	1.00
il15	sos2	1.00
il15	traf3	0.59
il15ra	il17d	1.00
il15ra	il19	1.00
il15ra	il2	1.00
il15ra	il20	1.00
il15ra	il21	1.00
il15ra	il22	1.00
il15ra	il23a	1.00
il15ra	il24	1.00
il15ra	il2rb	1.00
il15ra	il2rg	1.00
il15ra	il3	1.00
il15ra	il4	1.00
il15ra	il5	1.00
il15ra	il6	1.00
il15ra	il7	1.00
il15ra	il9	1.00
il15ra	jak1	1.00
il15ra	jak2	1.00
il15ra	jak3	1.00
il15ra	lep	1.00
il15ra	lif	1.00
il15ra	osm	1.00
il15ra	prl	1.00
il15ra	rcvrn	0.59
il15ra	thpo	1.00
il15ra	traf2	0.53
il15ra	tslp	1.00
il15ra	tyk2	1.00
il16	il1a	1.00
il16	il20ra	1.00
il16	il23a	1.00
il16	il2ra	1.00
il16	il2rb	1.00
il16	il2rg	0.94
il16	il3ra	1.00
il16	il4r	1.00
il16	il6st	1.00
il16	irs1	1.00
il16	kdm1a	0.59
il16	pik3ca	1.00
il16	shc1	1.00
il16	sla2	1.00
il16	sos1	1.00
il16	sos2	1.00
il16	suv39h1	0.59
il16	tcf12	1.00
il16	trip6	0.59
il17a	il17ra	1.00
il17a	il17rc	0.53
il17a	nr1f3	1.00
il17a	rora	1.00
il17a	rorc	1.00
il17a	traf6	0.59
il17b	il17rb	1.00
il17b	ubc	0.59
il17c	il17ra	0.53
il17c	il17re	0.53
il17d	il20ra	1.00
il17d	il20rb	1.00
il17d	il21r	1.00
il17d	il22ra1	1.00
il17d	il22ra2	1.00
il17d	il23r	1.00
il17d	il27ra	1.00
il17d	il2ra	1.00
il17d	il2rb	1.00
il17d	il2rg	1.00
il17d	il3ra	1.00
il17d	il4r	1.00
il17d	il5ra	1.00
il17d	il6r	1.00
il17d	il6st	1.00
il17d	il7r	1.00
il17d	il9r	1.00
il17d	lepr	1.00
il17d	lifr	1.00
il17d	mpl	1.00
il17d	osmr	1.00
il17d	prlr	1.00
il17f	il17ra	0.53
il17f	il17rc	0.53
il17f	nr1f3	1.00
il17f	rora	1.00
il17f	rorc	1.00
il17ra	il17re	0.99
il17ra	ubc	0.59
il17rb	il25	1.00
il17rd	map2k1	1.00
il17rd	map2k2	1.00
il17rd	mapk1	1.00
il17rd	mapk3	1.00
il18	il18r1	1.00
il18	il18rap	1.00
il18	il1a	1.00
il18	il1rl2	0.59
il18	il2	1.00
il18	il20ra	1.00
il18	il23a	1.00
il18	il23r	1.00
il18	il2ra	1.00
il18	il2rb	1.00
il18	il3ra	1.00
il18	il4r	1.00
il18	il6st	1.00
il18	irs1	1.00
il18	jak2	1.00
il18	mapk1	1.00
il18	mapk10	1.00
il18	mapk11	1.00
il18	mapk12	1.00
il18	mapk13	1.00
il18	mapk14	1.00
il18	mapk3	1.00
il18	mapk8	1.00
il18	mapk9	1.00
il18	nfkb1	1.00
il18	nfkb2	1.00
il18	nlrc4	1.00
il18	pik3ca	1.00
il18	pycard	1.00
il18	rela	1.00
il18	shc1	1.00
il18	sla2	1.00
il18	sos1	1.00
il18	sos2	1.00
il18	stat4	1.00
il18	tyk2	1.00
il18r1	il18rap	1.00
il18r1	il2	1.00
il18r1	il23a	1.00
il18r1	il23r	1.00
il18r1	jak2	1.00
il18r1	jun	1.00
il18r1	mapk8	1.00
il18r1	mapk9	1.00
il18r1	nfkb1	1.00
il18r1	rela	1.00
il18r1	stat4	1.00
il18r1	tyk2	1.00
il18rap	il2	1.00
il18rap	il23a	1.00
il18rap	il23r	1.00
il18rap	jak2	1.00
il18rap	jun	1.00
il18rap	mapk8	1.00
il18rap	mapk9	1.00
il18rap	nfkb1	1.00
il18rap	rela	1.00
il18rap	stat4	1.00
il18rap	tyk2	1.00
il19	il20ra	1.00
il19	il20rb	1.00
il19	il21r	1.00
il19	il22ra1	1.00
il19	il22ra2	1.00
il19	il23r	1.00
il19	il27ra	1.00
il19	il2ra	1.00
il19	il2rb	1.00
il19	il2rg	1.00
il19	il3ra	1.00
il19	il4r	1.00
il19	il5ra	1.00
il19	il6r	1.00
il19	il6st	1.00
il19	il7r	1.00
il19	il9r	1.00
il19	lepr	1.00
il19	lifr	1.00
il19	mpl	1.00
il19	osmr	1.00
il19	prlr	1.00
il1a	il1r1	1.00
il1a	il1r2	1.00
il1a	il1rap	1.00
il1a	il1rl2	0.53
il1a	il21	1.00
il1a	il2rb	1.00
il1a	il6st	1.00
il1a	il7	1.00
il1a	irak1	1.00
il1a	irak2	1.00
il1a	irak3	1.00
il1a	irak4	1.00
il1a	irs1	1.00
il1a	jun	1.00
il1a	map3k1	1.00
il1a	map4k4	1.00
il1a	mapk1	1.00
il1a	mapk10	1.00
il1a	mapk11	1.00
il1a	mapk12	1.00
il1a	mapk13	1.00
il1a	mapk14	1.00
il1a	mapk3	1.00
il1a	mapk8	1.00
il1a	mapk9	1.00
il1a	mapkapk2	1.00
il1a	mapkapk3	1.00
il1a	mef2a	1.00
il1a	myd88	1.00
il1a	ndn	0.59
il1a	nfkb1	1.00
il1a	nod1	1.00
il1a	nos2	1.00
il1a	pax5	1.00
il1a	pik3ca	1.00
il1a	rad21	1.00
il1a	rela	1.00
il1a	rxra	1.00
il1a	s100a13	0.96
il1a	shc1	1.00
il1a	sla2	1.00
il1a	sos1	1.00
il1a	sos2	1.00
il1a	sp1	1.00
il1a	spi1	1.00
il1a	srf	1.00
il1a	tab1	1.00
il1a	tnf	1.00
il1a	tollip	1.00
il1a	traf6	1.00
il1a	zeb1	1.00
il1b	il1r1	1.00
il1b	il1r2	1.00
il1b	il1rap	1.00
il1b	il4	1.00
il1b	irak1	1.00
il1b	irak2	1.00
il1b	irak3	1.00
il1b	irak4	1.00
il1b	irf5	1.00
il1b	jak2	1.00
il1b	jun	1.00
il1b	malt1	1.00
il1b	map3k3	1.00
il1b	mapk1	1.00
il1b	mapk10	1.00
il1b	mapk11	1.00
il1b	mapk12	1.00
il1b	mapk13	1.00
il1b	mapk14	1.00
il1b	mapk3	1.00
il1b	mapk8	1.00
il1b	mapk9	1.00
il1b	mef2a	1.00
il1b	myd88	1.00
il1b	nfkb1	1.00
il1b	nfkb2	1.00
il1b	nfkbia	1.00
il1b	nlrc4	1.00
il1b	nlrp3	1.00
il1b	nod1	1.00
il1b	nos2	1.00
il1b	pax5	1.00
il1b	pik3ca	1.00
il1b	pik3r1	1.00
il1b	pycard	1.00
il1b	rad21	1.00
il1b	rel	1.00
il1b	rela	1.00
il1b	rxra	1.00
il1b	smc3	1.00
il1b	sp1	1.00
il1b	spi1	1.00
il1b	sqstm1	1.00
il1b	srf	1.00
il1b	ticam2	1.00
il1b	tollip	1.00
il1b	traf6	1.00
il1b	tyk2	1.00
il1b	zeb1	1.00
il1r1	il1rap	1.00
il1r1	il1rn	1.00
il1r1	irak1	1.00
il1r1	irak2	1.00
